qid,question,correct_answer,model_generated_answer,model_generated_answer_text,model_comparison
1317,why is there pressure on man in the image to veto the media bill?,2,2,Kenya Lawyers Urge President Kenyatta to Veto Media Law,1
1318,why is there pressure on man in the image to veto the media bill?,2,0,Kenya Lawyers Urge President Kenyatta to Veto Media Legislation,0
1319,what movies did woman with the glasses in the image and ivory make together?,0,0,The Remains of the Day and Mr. And Mrs. Bridge.,1
1320,who wrote the screenplay for a room with a view with woman with the black suit in the image?,3,0,James Ivory,0
1321,when does man in the image run for president?,1,1,4-Mar,1
1322,who is running for president in kenya with person in the image?,1,1,William Ruto,1
1323,who has promised to allow humanitarian aid organizations back into the country after person in the right of the image suspended aid in 2005?,3,2,President Thien Sein,0
1324,when did person in the image march in kyiv?,3,0,25-Jun-13,0
1325,where did the first gay march take place in woman in the right of the image of ukraine?,1,1,Prospekt Peremohy (Victory Avenue),1
1326,what is the percentage of person in the right of the image of armenia?,3,0,"58 percent of the vote, slightly more than the 53 percent won in his first presidential election in 2008. With his election to a second and final five-year term, he will be able to serve for 10 years.",0
1327,where is man in the image going to visit in rio?,1,1,Rio de Janeiro,1
1328,who authorized the subpoenas of phone records by man in the image?,2,2,"two months' worth of telephone records from AP news reporters and editors. Holder said the department's No. 2 official, Deputy Attorney General James Cole",1
1329,who is the president of south sudan when man in the right of the image meet in khartoum?,1,1,Salva Kiir,1
1330,what is the main issue between man in the right of the image?,0,0,the referendum of the disputed oil-rich Abyei region.,1
1331,who is being tried for the killing of man in the bottom of the image in egypt?,1,3,Addy,0
1332,who is responsible for the government shutdown according to man in the right of the image?,3,3,House Speaker John Boehner,1
1333,when did man in the right of the image become president of south africa?,0,1,1999,0
1334,when did person with the black suit in the image last visit africa?,1,3,2008,0
1335,who is running for president in maldives person in the right of the image stepped down?,1,0,Mohamed Nasheed,0
1336,who is running for president in maldives person in the right of the image won the presidential election?,0,3,Mohamed Nasheed,0
1337,where are the badgers being shot in london by person in the right of the image may?,1,3,central England,0
1338,what does person in the right of the image want to see in the us gun control laws?,3,0,a three day waiting period for all gun purchases,0
1339,what is the issue that man in the right of the image is talking about in minneapolis?,2,3,checks only for people with a criminal record,0
1340,how many young people were wounded by guns in minneapolis under man in the right of the image?,0,2,43 percent,0
1341,what is one issue that person in the right of the image is proposing in response to the shooting in newtown?,1,3,increased gun control,0
1342,who voted to suspend aid to egypt last month and why did person in the left of the image do so?,1,1,John McCain,1
1343,who said person in the left of the image will not give aid to egypt?,1,3,John McCain,0
1344,who is backing person in the left of the image for president in israel?,1,0,King Abdullah II of Jordan,0
1345,who is backing man in the left of the image assaf for president in israel?,3,1,Hezbollah,0
1346,what is the singer's song about in person in the left of the image?,1,3,Lebanese lands,0
1347,what does man in the image want to do with russia?,0,1,Put Russia under US control,0
1348,who did person in the image write about in his op-ed in russia?,2,3,Vladimir Vladimirovich Putin,0
1349,when does person in the right of the image address the united nations general assembly?,3,3,United Nations General Assembly on Tuesday.,1
1350,when is person in the right of the image going to visit the united states?,3,1,The United Nations General Assembly on Friday.,0
1351,what led to the ouster of man in the right of the image?,0,2,Russia's intervention in the conflict,0
1352,what is the priority for man in the right of the image right now?,1,1,to win re-election in presidential elections in March 2015.,1
1353,who was the last person to see person in the image alive?,0,3,Amana Berry,0
1354,how did they find out person in the image was the father of mariah berry?,2,3,They did a paternity test.,0
1355,university of person in the center of the image kills himself in dormitory?,3,3,James Oliver Seevakumaran,1
1356,what happened to man with the purple suit in the image at the college of central florida?,3,0,C. A gunshot to the chest,0
1357,who is the university of person in the center of the image that died in the tower?,0,1,Lee Vickers,0
1358,what is the percentage of votes won by person in the image of the republic of yerevan?,2,3,49 percent,0
1359,where were person in the image held in iraq?,0,0,in neighboring northern Iraq,1
1360,who won the russian mayoral election held on Sunday by man in the image?,2,1,Mikhail Prokhorov,0
1361,who won the russian mayoral election held on Sunday by man in the image?,1,0,rival candidate Navalny ,0
1362,who is person in the image speaking out against?,1,2,former ambassador to Russia and current Saudi intelligence chief,0
1363,when did man in the image become the king of saudi arabia?,1,1,2003,1
1364,who is man in the center of the image on the senate homeland security committee?,0,0,Charles Grassley,1
1365,how did time magazine get its portrait of person with the green dress in the image?,0,3,"weeks of research involving rare access to the Prince of Wales, 64, and to several of his residences, as well as interviews with more than 50 aides, friends and critics",0
1366,who is visiting the united states with man in the right of the image of state?,1,1,"Nkosazana Dlamini-Zuma, the chairperson of the AU",1
1367,where did person in the right of the image march for peace on april 9 2013?,2,2,central avenue in Bogota,1
1368,where is woman in the right of the image of colombia trying to negotiate a peace treaty?,1,2,"Caracas, Venezuela",0
1369,where was the suicide bombing that killed woman in the right of the image of iraq?,1,3,Najaf,0
1370,where was the latest suicide bombing in iraq by woman in the right of the image?,3,1,Basra,0
1371,where did the bombing of person in the right of the image take place?,3,1,Najaf,0
1372,who has the most influence in the world economy according to person in the center of the image?,3,3,the United States,1
1373,why did the united states negotiate a free trade agreement with woman in the center of the image?,1,1,to strengthen market-based disciplines for state-owned enterprises and promote the global competitiveness of small- and medium-sized businesses by reducing non-tariff barriers that impede the flow of goods and services,1
1374,who is holding talks with woman with the sunglasses in the image of interior in phnom dong?,2,1,The opposition leader is not Sam rainsy.,0
1375,what party is led by woman with the glasses in the image in cambodia?,3,1,Sam Rainsy Party,0
1376,where did person in the right of the image go after he was deported from north korea?,0,1,Beijing,0
1377,why was woman in the right of the image released from north korea?,2,1,financial gain,0
1378,where was person in the right of the image of the pakistan taliban killed?,0,1,North Waziristan tribal region on the Indian border,0
1379,who nominated man in the bottom of the image to be the head of the us central bank?,1,1,Obama,1
1380,what is the legal term for the shooting by person in the center of the image?,0,2,excusable homicide,0
