qid,gt_ans,pred_ans_blip,correctness_blip
1975,2011,2012,0
1976,55-percent,35-percent,0
1977,later this week,later this week,1
1978,Ashraf Ghani,Massoud,0
1979,Democratic President Barack Obama,Republican President Donald Trump,0
1980,"a ‚Äúclean‚Äù debt ceiling bill, with no conditions attached, requiring only a few Republican votes to pass","a ‚Äúclean‚Äù debt ceiling bill, with no conditions attached, requiring many Republican votes to pass",0
1981,Ghanaian President John Dramani Mahama,Nigerian President Muhammadu Buhari,0
1982,President Barack Obama,President Barack Obama,1
1983,President Barack Obama,President Barack Obama,1
1984,end of this year,never,0
1985,Gabe Baltazar,Bart Simpson,0
1986,Stan Kenton,Woody Herman,0
1987,alto saxophone,violin,0
1988,Daniel Kablan Duncan,Alexander Kablan Duncan,0
1989,Daniel Kablan Duncan,John Doe,0
1990,New York City,Chicago,0
1991,Phnom Penh,Phnom Penh,1
1992,"verification, not trust","trust, not verification",0
1993,service members and spouses naturalized at the White House Friday,politicians and spouses naturalized at the White House Friday,0
1994,White House,White House,1
1995,a special Independence Day naturalization ceremony,a special Veterans Day naturalization ceremony,0
1996,Aleksander Borodai,Ignatyev,0
1997,to try to bring peace to South Sudan.,to try to take over South Sudan.,0
1998,Minister of Information,Minister of Housing,0
1999,Kim Jong Un,Barack Obama,0
2000,John Kerry,John Kerry,1
2001,John Kerry,Barack Obama,0
2002,to provide toilets in every home,To provide education in every home,0
2003,Japan,China,0
2004,containing China,containing China,1
2005,Economic Freedom Fighters,the Freedom Party,0
2006,Francis Duku,Frank Duku,0
2007,Francis Duku,Beyonce,0
2008,"10,000 separative work units",10 separative work units,0
2009,20-Jul,15-May,0
2010,20-Jul,20-May,0
2011,deepening energy and trade ties,Bringing India into the 21st century,0
2012,Turkmenistan,Iran,0
2013,Abdullahi Godah Barre,Mahdi Gulaid,0
2014,Monday,Tuesday,0
2015,Hillary Clinton,Barack Obama,0
2016,St. Andrew,St. John,0
2017,St. Andrew,St. James,0
2018,the first time in the country's history that an incoming president has submitted his cabinet list for clearance by the KPK,the first time in the country's history that an incoming president has submitted his cabinet list for clearance by the KPK,1
2019,Vitali Klitschko,Antonio Inoki,0
2020,Vitali Klitschko,Adolf Hitler,0
2021,Vitali Klitschko,Theodore Roosevelt,0
2022,Vitali Klitschko,Muhammad Ali,0
2023,Vitali Klitschko,Vitali Klitschko,1
2024,Arseniy Yatsenyuk,Mykola Azarov,0
2025,Sushma Swaraj,Sushma Swaraj,1
2026,Sushma Swaraj,Narendra Modi,0
2027,Andry Rajoelina,Jean Ratsiraka,0
2028,Arthur Peter Mutharika,Charles Mutharika,0
2029,40 percent of Malawi’s budget comes from international donors.,50 percent of Malawi’s budget comes from international donors.,0
2030,"7,000",700,0
2031,"according to the law, I have to sign it first","according to the law, I have to sign it first",1
2032,North Korean leader Kim Jong Un,Russian president Vladimir Putin,0
2033,Uruguay Leader Warns Obama of Smoking's Toll,Guatemala Leader Warns Obama of Smoking's Toll,0
2034,Thursday,Tuesday,0
2035,mistook his girlfriend of three months for an intruder,mistook his girlfriend of three months for an intruder,1
2036,"President Barack Obama broke the news of Bergdahl's release Saturday, calling the soldier's recovery ""a reminder of America’s unwavering commitment to leave no man or woman in uniform behind on the battlefield.""","President Barack Obama broke the news of Bergdahl's release Saturday, calling the soldier's recovery ""a reminder of America’s unwavering commitment to leave no man or woman in uniform behind on the battlefield.""",1
2037,"President Barack Obama broke the news of Bergdahl's release Saturday, calling the soldier's recovery ""a reminder of America’s unwavering commitment to leave no man or woman in uniform behind on the battlefield.""","President Barack Obama announced Bergdahl's release on Saturday, calling the soldier's recovery a reminder of America's unwavering commitment to leaving no one behind.",0
2038,Saturday evening local time,Saturday evening local time,1
2039,five senior commanders,seven senior commanders,0
2040,"11, 2014","10, 2014",0
2041,"at home this week and will not attend the three-day Cabinet Lekgotla, or conference, that began Tuesday in Pretoria","at home this week and will not attend the three-day Cabinet Lekgotla, or conference, that began Tuesday in Pretoria",1
2042,Felipe VI,Felipe VI,1
2043,Felipe VI,Felipe VI,1
2044,Felipe,Felipe,1
2045,Prince Felipe,Prince Felipe,1
2046,midnight Wednesday,midnight Monday,0
2047,midnight Wednesday,midnight Friday,0
2048,46-year-old,45-year-old,0
2049,46-year-old,56-year-old,0
2050,Felipe,Felipe,1
2051,46-year-old,45-year-old,0
2052,Palestinian President Mahmoud Abbas,American President Barack Obama,0
2053,"Iurie Leanca told Reuters that Russia's annexation of Ukraine's Crimean peninsula ‚Äúmight raise expectations‚Äù in Moldova's rebel region, a sliver of land that broke away with the collapse of the Soviet Union in the early 1990s","Iurie Leanca told Reuters that Russia's annexation of Ukraine's Crimean peninsula ‚Äúwill not raise expectations‚Äù in Moldova's rebel region, a sliver of land that broke away with the collapse of the Soviet Union in the early 1990s",0
2054,13-Nov,18-Jan,0
2055,Colleen R. LaRose,John R. LaRose,0
2056,Joko Widodo,Joko Widodo,1
2057,Hatta Rajasa,Hatta Rajasa,1
2058,Hatta Rajasa,Megawati,0
2059,Bob and Maureen McDonnell,Tim Kaine,0
2060,immunity from prosecution,immunity from prosecution,1
2061,Jonnie Williams,Johnson Williams,0
2062,immunity from prosecution,A new car,0
2063,Bob and Maureen McDonnell,Bob McDonnell,0
2064,12 citizens picked before the trial began,The defendant,0
2065,immunity from prosecution,immunity from prosecution,1
2066,Bob and Maureen McDonnell,Bob McDonnell,0
2067,12 citizens picked before the trial began,1 judge and 2 alternates,0
2068,Bob and Maureen McDonnell,Barack and Michelle Obama,0
2069,this past week,this past week,1
2070,Bob and Maureen McDonnell,Jack and Jill McDonnell,0
2071,Abdullah Gul,Ibrahim Gul,0
2072,Gul,Gul,1
2073,there is a need to impose sanctions that will destroy Russia's economy and incite public protests.,There is a need to impose sanctions that will improve Russia's economy and incite public protests.,0
2074,"arson, damage and criminal gatherings.",murder,0
2075,Bolivarian National Guards,FBI,0
2076,2002,2000,0
2077,President Nicolas Maduro,President Barack Obama,0
2078,President Nicolas Maduro,President Hugo Chavez,0
2079,President Nicolas Maduro,President Barack Obama,0
2080,Kenyon College in central Ohio,Kenyon College in central Ohio,1
2081,"Republican response to Obama Focuses on Economy, 'Opportunity Inequality'","Republican response to Obama Focuses on Economy, 'Opportunity Inequality'",1
2082,Davutoglu,Erdogan,0
2083,Davutoglu,Baykal,0
2084,creating a better working relationship,creating a better working relationship,1
2085,Barack Obama,Barack Obama,1
2086,Father Frank Bwalya,Father Michael Bwalya,0
2087,about 54 percent of the vote in Sunday's election with ballots counted from more than half of the country's precincts.,about 74 percent of the vote in Sunday's election with ballots counted from more than half of the country's precincts.,0
2088,Beygairat (Dishonorable) Brigade music group,Pink Floyd,0
2089,Anwar Maqsood,Imran Khan,0
2090,China,China,1
2091,outside the Japanese Embassy,outside the British Embassy,0
2092,outside the Japanese Embassy,outside the Japanese Embassy,1
2093,Kim Jong Un,Xi Jinping,0
2094,17-Jan-12,17-Jan-12,1
2095,Ghani,Hassan,0
2096,Ashraf Ghani,Abdullah Abdullah,0
2097,Ghani,Ghan,0
2098,National Museum of Cambodia in Phnom Penh,National Museum of Qatar in Doha,0
2099,sailor Devin King,sailor Devin King,1
2100,an anonymous woman,an anonymous child,0
2101,"civilian killed in the center of Malakal, Upper Nile State in South Sudan","rebel killed in the center of Malakal, Upper Nile State in South Sudan",0
2102,Lebanon,Lebanon,1
2103,Massaya,Maskaya,0
2104,estimated earnings of $115 million over the past 12 months,estimated earnings of $115 million over the past 12 months,1
2105,Lynch,Vince,0
2106,2010,2000,0
2107,Yalta,Yalta,1
2108,Yalta,Yalta,1
2109,Yalta,Saint Petersburg,0
2110,eastern Ukraine,western Australia,0
2111,eastern Ukraine,central Ukraine,0
2112,"Sohrabuddin Sheik, his wife and his friend","Sohrabuddin Sheik, his wife and his friend",1
2113,due to lack of evidence,due to lack of evidence,1
2114,defense cooperation,defense cooperation,1
2115,Mugaritz,Arzak,0
2116,16-Jan,18-Jan,0
2117,Andrew Upton,Andrew Upton,1
2118,"7, 2014","7, 2014",1
2119,Mimi O'Donnell,Ingrid Bergman,0
2120,Chile,Chile,1
2121,14-Apr-14,14-Apr-15,0
2122,12 through Feb. 8,March 8 through May 12,0
2123,several hundred polling stations have been shut down,several hundred polling stations have been shut down,1
2124,Kabul,Kabul,1
2125,"Japan's new Economy, Trade and Industry Minister Yuko Obuchi","Japan's new Economy, Trade and Industry Minister Yuko Obuchi",1
2126,24.5 percent,4.5 percent,0
2127,a Palestinian teenager,an Israeli soldier,0
2128,in a residential area in bad weather,in a residential area in bad weather,1
2129,a private jet carrying Campos and his entourage,a commercial airliner carrying passengers and crew,0
2130,Brazilian Socialist Party (PSB) presidential candidate Eduardo Campos,Brazilian Socialist Party (PSB) presidential candidate Eduardo Campos,1
2131,"Aung San Suu Kyi is the country’s most well-known politician, but she faces legal challenges in her widely anticipated bid to run for president in elections next year.",She is not widely anticipated to run for president in elections next year.,0
2132,"prohibits Burmese citizens whose spouse, children, or children's spouses have foreign citizenship from becoming president",prohibits Burmese citizens who have been convicted of a crime from becoming president,0
2133,"reserved too much power for the central government, undermining the peace process in the world's longest-running civil war.","reserved too much power for the military, undermining the peace process in the world's longest-running civil war.",0
2134,premier Sheik Mohammed bin Rashid Al Maktoum,former president Barack Obama,0
2135,opposition leader Sam Rainsy,Prime Minister Hun Sen,0
2136,Phnom Penh,Phnom Penh,1
2137,opposition leader Sam Rainsy,government leader Hun Sen,0
2138,opposition leader Sam Rainsy,government minister Sarah Rainey,0
2139,Phnom Penh,Phnom Penh,1
2140,"Ethiopian Minister of Foreign Affairs Tedros Adhanom (2nd R), Kenyan FM Amina Mohamed (3rd R) and Ugandan FM Sam Kutesa (R) in Addis Ababa, May 1",He did not meet with anyone in the image,0
2141,David Johnston,John Doe,0
2142,"pro-al-Qaida militants, but, in a reference to the Iraqi government, stressed that it is ""their fight.""",We are sending person in the right of the image to help in iraq.,0
2143,General Raheel Sharif,General Ali Sharif,0
2144,Prime Minister Modi,President Trump,0
2145,Saudi Arabia,Saudi Arabia,1
2146,a medical emergency prevented Musharraf from appearing in court on Thursday.,Musharraf was not in court on Thursday because he is not a Pakistani citizen,0
2147,Saudi Arabia,Syria,0
2148,Kizza Besigye,Bobi Wine,0
2149,Kizza Besigye,Malcolm X,0
2150,U.S. Secretary of State John Kerry,U.S. Senator John Kerry,0
2151,Egyptian Foreign Minister Sameh Shoukry,Russian Foreign Minister Sameh Shoukry,0
2152,Egyptian Foreign Minister Sameh Shoukry,Russian Foreign Minister Sergey Lavrov,0
2153,Nixon,Eisenhower,0
2154,President Ford,President Nixon,0
2155,Bob Woodward,John Doe,0
2156,Shanghai,Shanghai,1
2157,Tuesday,Tuesday,1
2158,Tuesday,Wednesday,0
2159,Tuesday,Wednesday,0
2160,Tuesday,Thursday,0
2161,19-Jun-14,19-Jun-15,0
2162,19-Jun-14,12-Jun-14,0
2163,Queen Sofia,Queen Sofia,1
2164,Letizia,Leticia,0
2165,defense lawyer Barry Roux,defense lawyer Barry Roux,1
2166,Steenkamp,Person,0
2167,his carbon-fiber prosthetic leg,his running shoes,0
2168,Prime Minister Abdullah al-Thinni,King Mswati III,0
2169,2014,2013,0
2170,no communist,no conservative,0
2171,not going seize territory,going to seize territory,0
2172,January,January,1
2173,Javad Zarif and European Union representative Cathy Ashton,Javad Zarif and European Union representative Theresa May,0
2174,former Chongqing Communist Party head Bo Xilai,Current Chinese president Xi Jinping,0
2175,abuse of power,sexual assault,0
2176,some 300 people close to Zhou,some 300 people close to Zhou,1
2177,Par Gyi,Parsi,0
2178,Par Gyi,Michelle Obama,0
2179,"July 14, 2014, in Presidential Palace, Kabul","July 14, 2014, in Presidential Palace, Baghdad",0
2180,next week,next week,1
2181,1-May-14,1-May-13,0
2182,real estate market bubble,Mandarin language,0
2183,early February,early March,0
2184,early February,Early March,0
2185,"Ahmed Maiteeq a month ago was unconstitutional, state media reported, a decision that means his predecessor will stay on for now, a parliament speaker said",Ahmed Maiteeq was not elected in the right of the image in lucca.,0
2186,88-year-old,72-year-old,0
2187,as a make-or-break moment for stalled peace talks aimed at ending 30 years of conflict between Ocalan's separatist fighters and the Turkish state,As a way to show support for the Turkish state,0
2188,Egyptian President Abdel Fattah al-Sissi,Egyptian Prime Minister Ahmed Shafik,0
2189,Secretary for Constitutional and Mainland Affairs Raymond Tam,Constitutional Affairs Raymond Tam,0
2190,Uttar Pradesh state,Maharashtra state,0
2191,"a lowly caste. They were Shakyas, by tradition peasant farmers who are often vulnerable to exploitation by the Yadavs.","a wealthy caste. They were Shakyas, by tradition noble landowners who are often revered by the Yadavs.",0
2192,Buduan district,Buduan district,1
2193,Autopsies revealed the girls had been sexually assaulted and died from the hanging,The man in the left of the image in Delhi committed suicide by hanging himself.,0
2194,hundreds of rescue workers,hundreds of rescue workers,1
2195,military personnel,military personnel,1
2196,Abdullah Abdullah,Hillary Clinton,0
2197,former Polish Prime Minister Donald Tusk,French President Emmanuel Macron,0
2198,3-Nov,2-Nov,0
2199,1998,2008,0
2200,Kelly Clark,Emma Smith,0
2201,Haider al-Abadi,Ibrahim Jafari,0
2202,Haider al-Abadi,Saddam Hussein,0
2203,Haider al-Abadi,hair al-Abadi,0
